false_positive_rate,true_positive_rate
0.22128571428571428,0.8905
0.223,0.8905
0.223,0.891
0.22471428571428573,0.891
0.22471428571428573,0.8915
0.2282857142857143,0.8915
0.2282857142857143,0.892
0.2307142857142857,0.892
0.2307142857142857,0.8925
0.23185714285714284,0.8925
0.23185714285714284,0.8935
0.2337142857142857,0.8935
0.2337142857142857,0.894
0.23485714285714285,0.894
0.23485714285714285,0.8945
0.235,0.8945
0.235,0.895
0.2352857142857143,0.895
0.2352857142857143,0.8955
0.23714285714285716,0.8955
0.23714285714285716,0.896
0.238,0.896
0.238,0.8965
0.2387142857142857,0.8965
0.2387142857142857,0.897
0.239,0.897
0.239,0.8975
0.23914285714285713,0.8975
0.23914285714285713,0.898
0.23942857142857144,0.898
0.23942857142857144,0.8985
0.24014285714285713,0.8985
0.24014285714285713,0.899
0.24057142857142857,0.899
0.24057142857142857,0.8995
0.24171428571428571,0.8995
0.24171428571428571,0.9
0.24242857142857144,0.9
0.24242857142857144,0.9005
0.24585714285714286,0.9005
0.24585714285714286,0.901
0.24685714285714286,0.901
0.24685714285714286,0.9015
0.24928571428571428,0.9015
0.24928571428571428,0.902
0.24985714285714286,0.902
0.24985714285714286,0.9025
0.25114285714285717,0.9025
0.25114285714285717,0.903
0.25214285714285717,0.903
0.25214285714285717,0.9035
0.2527142857142857,0.9035
0.2527142857142857,0.904
0.25657142857142856,0.904
0.25657142857142856,0.9055
0.25671428571428573,0.9055
0.25671428571428573,0.906
0.257,0.906
0.257,0.9065
0.25757142857142856,0.9065
0.25757142857142856,0.907
0.2591428571428571,0.907
0.2591428571428571,0.9075
0.25971428571428573,0.9075
0.25971428571428573,0.908
0.26085714285714284,0.908
0.26085714285714284,0.9085
0.262,0.9085
0.262,0.909
0.2622857142857143,0.909
0.2622857142857143,0.9095
0.2681428571428571,0.9095
0.2681428571428571,0.9105
0.26857142857142857,0.9105
0.26857142857142857,0.911
0.27014285714285713,0.911
0.27014285714285713,0.912
0.273,0.912
0.273,0.9125
0.2737142857142857,0.9125
0.2737142857142857,0.913
0.2794285714285714,0.913
0.2794285714285714,0.9135
0.28314285714285714,0.9135
0.28314285714285714,0.914
0.2852857142857143,0.914
0.2852857142857143,0.9145
0.28885714285714287,0.9145
0.28885714285714287,0.915
0.2978571428571429,0.915
0.2978571428571429,0.9155
0.298,0.9155
0.298,0.916
0.2987142857142857,0.916
0.2987142857142857,0.9165
0.30114285714285716,0.9165
0.30114285714285716,0.917
0.30214285714285716,0.917
0.30214285714285716,0.9175
0.306,0.9175
0.306,0.918
0.30757142857142855,0.918
0.30757142857142855,0.919
0.3092857142857143,0.919
0.3092857142857143,0.9195
0.30942857142857144,0.9195
0.30942857142857144,0.92
0.3102857142857143,0.92
0.3102857142857143,0.9205
0.31114285714285717,0.9205
0.31114285714285717,0.9215
0.315,0.9215
0.315,0.922
0.317,0.922
0.317,0.9225
0.3202857142857143,0.9225
0.3202857142857143,0.923
0.3231428571428571,0.923
0.3231428571428571,0.9235
0.32457142857142857,0.9235
0.32457142857142857,0.924
0.32471428571428573,0.924
0.32471428571428573,0.9245
0.3364285714285714,0.9245
0.3364285714285714,0.925
0.3385714285714286,0.925
